date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
02:11:42	66652/66652	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Apr%202023%2023:11:41%20GMT	https://www.fitnessfirst.co.uk/fitness-classes	C:/My%20Web%20Sites/NEW/www.fitnessfirst.co.uk/fitness-classes.html	(from )
02:11:42	335/335	---MCZ	200	added ('OK')	text/plain	date:Sat,%2015%20Apr%202023%2023:11:42%20GMT	https://www.fitnessfirst.co.uk/robots.txt		(from )
02:11:43	6351/6351	---M--	200	added ('OK')	image/png	etag:%221d7e068c9f1abcf%22	https://www.fitnessfirst.co.uk/images/favicons/apple-touch-icon.png	C:/My%20Web%20Sites/NEW/www.fitnessfirst.co.uk/images/favicons/apple-touch-icon.png	(from https://www.fitnessfirst.co.uk/fitness-classes)
02:11:44	1294/1294	---M--	200	added ('OK')	image/png	etag:%221d7e068c9f1b60e%22	https://www.fitnessfirst.co.uk/images/favicons/favicon-32x32.png	C:/My%20Web%20Sites/NEW/www.fitnessfirst.co.uk/images/favicons/favicon-32x32.png	(from https://www.fitnessfirst.co.uk/fitness-classes)
02:11:45	6765/6765	---M--	200	added ('OK')	image/png	etag:%221d7e068c9f1a96d%22	https://www.fitnessfirst.co.uk/images/favicons/android-chrome-192x192.png	C:/My%20Web%20Sites/NEW/www.fitnessfirst.co.uk/images/favicons/android-chrome-192x192.png	(from https://www.fitnessfirst.co.uk/fitness-classes)
02:11:46	831/831	---M--	200	added ('OK')	image/png	etag:%221d7e068c9f1b03f%22	https://www.fitnessfirst.co.uk/images/favicons/favicon-16x16.png	C:/My%20Web%20Sites/NEW/www.fitnessfirst.co.uk/images/favicons/favicon-16x16.png	(from https://www.fitnessfirst.co.uk/fitness-classes)
02:11:47	368/368	---MCZ	200	added ('OK')	application/json	etag:%221d7e068c9f1b270%22	https://www.fitnessfirst.co.uk/images/favicons/webmanifest.json	C:/My%20Web%20Sites/NEW/www.fitnessfirst.co.uk/images/favicons/webmanifest.json	(from https://www.fitnessfirst.co.uk/fitness-classes)
02:11:47	0/0	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2015%20Apr%202023%2023:11:46%20GMT	https://www.fitnessfirst.co.uk/images/favicons/safari-pinned-tab.svg	C:/My%20Web%20Sites/NEW/www.fitnessfirst.co.uk/images/favicons/safari-pinned-tab.6.delayed	(from https://www.fitnessfirst.co.uk/fitness-classes)
02:11:48	15086/15086	---M--	200	added ('OK')	image/x-icon	etag:%221d8ead33f64f56e%22	https://www.fitnessfirst.co.uk/images/favicons/favicon.ico	C:/My%20Web%20Sites/NEW/www.fitnessfirst.co.uk/images/favicons/favicon.ico	(from https://www.fitnessfirst.co.uk/fitness-classes)
02:11:49	0/0	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2015%20Apr%202023%2023:11:48%20GMT	https://www.fitnessfirst.co.uk/favicons/mstile-144x144.png	C:/My%20Web%20Sites/NEW/www.fitnessfirst.co.uk/favicons/mstile-144x144.8.delayed	(from https://www.fitnessfirst.co.uk/fitness-classes)
02:11:50	0/0	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2015%20Apr%202023%2023:11:49%20GMT	https://www.fitnessfirst.co.uk/favicons/browserconfig.xml	C:/My%20Web%20Sites/NEW/www.fitnessfirst.co.uk/favicons/browserconfig.9.delayed	(from https://www.fitnessfirst.co.uk/fitness-classes)
02:11:51	146589/146589	---M-Z	200	added ('OK')	text/css	etag:%22087498b4%22	https://www.fitnessfirst.co.uk/sb/critical-3cc2438a129a1d55.css.v51?20230413044132	C:/My%20Web%20Sites/NEW/www.fitnessfirst.co.uk/sb/critical-3cc2438a129a1d55.css95ef.css	(from https://www.fitnessfirst.co.uk/fitness-classes)
02:11:52	163511/163511	---M-Z	200	added ('OK')	text/javascript	etag:%2227012701%22	https://www.fitnessfirst.co.uk/sb/critical-ecd3a4c341171bf2.js.v51?20230413044129	C:/My%20Web%20Sites/NEW/www.fitnessfirst.co.uk/sb/critical-ecd3a4c341171bf2.js3150.v51	(from https://www.fitnessfirst.co.uk/fitness-classes)
02:11:52	0/0	---M--	200	added ('OK')	text/css	etag:%22d41d8cd98f00b204e9800998ecf8427e%22	https://fast.fonts.net/t/1.css?apiType=css&projectid=b301e437-000d-49a0-94ba-1a8e82fc9975	C:/My%20Web%20Sites/NEW/fast.fonts.net/t/1.c8d89.delayed	(from https://www.fitnessfirst.co.uk/fitness-classes)
02:11:53	1555/1555	---M--	400	error ('Bad%20Request')	text/html	date:Sat,%2015%20Apr%202023%2023:11:52%20GMT	https://www.googletagmanager.com/gtm.js?id=	C:/My%20Web%20Sites/NEW/www.googletagmanager.com/gtm.d5445.delayed	(from https://www.fitnessfirst.co.uk/fitness-classes)
02:11:55	65950/65950	---M-Z	200	added ('OK')	text/css	etag:%22405db92e%22	https://www.fitnessfirst.co.uk/sb/deferred-b32d1a225cb0b90e.css.v51?20230413045243	C:/My%20Web%20Sites/NEW/www.fitnessfirst.co.uk/sb/deferred-b32d1a225cb0b90e.cssc52c.css	(from https://www.fitnessfirst.co.uk/fitness-classes)
02:11:56	79006/79006	---M-Z	200	added ('OK')	text/javascript	etag:%22050a42e0%22	https://www.fitnessfirst.co.uk/sb/deferred-2475bcab37f1e6b5.js.v51?20230413045243	C:/My%20Web%20Sites/NEW/www.fitnessfirst.co.uk/sb/deferred-2475bcab37f1e6b5.jsc52c.v51	(from https://www.fitnessfirst.co.uk/fitness-classes)
02:11:57	19419/19419	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Apr%202023%2023:11:56%20GMT	https://www.fitnessfirst.co.uk/login	C:/My%20Web%20Sites/NEW/www.fitnessfirst.co.uk/login.html	(from https://www.fitnessfirst.co.uk/fitness-classes)
02:11:58	77464/77464	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Apr%202023%2023:11:57%20GMT	https://www.fitnessfirst.co.uk/	C:/My%20Web%20Sites/NEW/www.fitnessfirst.co.uk/index.html	(from https://www.fitnessfirst.co.uk/fitness-classes)
02:11:58	34211/34211	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Apr%202023%2023:11:57%20GMT	https://www.fitnessfirst.co.uk/search	C:/My%20Web%20Sites/NEW/www.fitnessfirst.co.uk/search.html	(from https://www.fitnessfirst.co.uk/fitness-classes)
02:11:59	175623/175623	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Apr%202023%2023:11:57%20GMT	https://www.fitnessfirst.co.uk/find-a-gym	C:/My%20Web%20Sites/NEW/www.fitnessfirst.co.uk/find-a-gym.html	(from https://www.fitnessfirst.co.uk/fitness-classes)
02:12:00	50186/50186	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Apr%202023%2023:11:58%20GMT	https://www.fitnessfirst.co.uk/personal-training	C:/My%20Web%20Sites/NEW/www.fitnessfirst.co.uk/personal-training.html	(from https://www.fitnessfirst.co.uk/fitness-classes)
02:12:00	54382/54382	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Apr%202023%2023:11:59%20GMT	https://www.fitnessfirst.co.uk/ffx-on-demand	C:/My%20Web%20Sites/NEW/www.fitnessfirst.co.uk/ffx-on-demand.html	(from https://www.fitnessfirst.co.uk/fitness-classes)
02:12:01	48094/48094	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Apr%202023%2023:12:01%20GMT	https://www.fitnessfirst.co.uk/blog	C:/My%20Web%20Sites/NEW/www.fitnessfirst.co.uk/blog.html	(from https://www.fitnessfirst.co.uk/fitness-classes)
02:12:02	34489/34489	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Apr%202023%2023:12:01%20GMT	https://www.fitnessfirst.co.uk/book-a-visit	C:/My%20Web%20Sites/NEW/www.fitnessfirst.co.uk/book-a-visit.html	(from https://www.fitnessfirst.co.uk/fitness-classes)
02:12:03	92946/92946	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Apr%202023%2023:12:02%20GMT	https://www.fitnessfirst.co.uk/join	C:/My%20Web%20Sites/NEW/www.fitnessfirst.co.uk/join.html	(from https://www.fitnessfirst.co.uk/fitness-classes)
02:12:04	12443/12443	---M--	200	added ('OK')	image/jpeg	etag:%221d90964747f309b%22	https://www.fitnessfirst.co.uk/media/cqvhfr31/_jhs1259-copy.jpg?width=30&height=40&quality=20&rnd=132894100118170000	C:/My%20Web%20Sites/NEW/www.fitnessfirst.co.uk/media/cqvhfr31/_jhs1259-copy90e7.jpg	(from https://www.fitnessfirst.co.uk/fitness-classes)
02:12:05	58572/58572	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Apr%202023%2023:12:04%20GMT	https://www.fitnessfirst.co.uk/fitness-classes/timetable	C:/My%20Web%20Sites/NEW/www.fitnessfirst.co.uk/fitness-classes/timetable.html	(from https://www.fitnessfirst.co.uk/fitness-classes)
02:12:06	31032/31032	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Apr%202023%2023:12:05%20GMT	https://www.fitnessfirst.co.uk/fitness-classes/strength	C:/My%20Web%20Sites/NEW/www.fitnessfirst.co.uk/fitness-classes/strength.html	(from https://www.fitnessfirst.co.uk/fitness-classes)
02:12:06	30865/30865	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Apr%202023%2023:12:05%20GMT	https://www.fitnessfirst.co.uk/fitness-classes/cardio	C:/My%20Web%20Sites/NEW/www.fitnessfirst.co.uk/fitness-classes/cardio.html	(from https://www.fitnessfirst.co.uk/fitness-classes)
02:12:07	31181/31181	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Apr%202023%2023:12:06%20GMT	https://www.fitnessfirst.co.uk/fitness-classes/fight	C:/My%20Web%20Sites/NEW/www.fitnessfirst.co.uk/fitness-classes/fight.html	(from https://www.fitnessfirst.co.uk/fitness-classes)
02:12:08	30686/30686	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Apr%202023%2023:12:07%20GMT	https://www.fitnessfirst.co.uk/fitness-classes/cycle	C:/My%20Web%20Sites/NEW/www.fitnessfirst.co.uk/fitness-classes/cycle.html	(from https://www.fitnessfirst.co.uk/fitness-classes)
02:12:09	30983/30983	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Apr%202023%2023:12:08%20GMT	https://www.fitnessfirst.co.uk/fitness-classes/mind-and-body	C:/My%20Web%20Sites/NEW/www.fitnessfirst.co.uk/fitness-classes/mind-and-body.html	(from https://www.fitnessfirst.co.uk/fitness-classes)
02:12:10	31928/31928	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Apr%202023%2023:12:09%20GMT	https://www.fitnessfirst.co.uk/fitness-classes/strength/shred	C:/My%20Web%20Sites/NEW/www.fitnessfirst.co.uk/fitness-classes/strength/shred.html	(from https://www.fitnessfirst.co.uk/fitness-classes)
02:12:10	12457/12457	---M--	200	added ('OK')	image/jpeg	etag:%221d90964747f30a9%22	https://www.fitnessfirst.co.uk/media/cqvhfr31/_jhs1259-copy.jpg?width=40&height=30&quality=20&rnd=132894100118170000	C:/My%20Web%20Sites/NEW/www.fitnessfirst.co.uk/media/cqvhfr31/_jhs1259-copy9d4f.jpg	(from https://www.fitnessfirst.co.uk/fitness-classes)
02:12:12	33669/33669	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Apr%202023%2023:12:10%20GMT	https://www.fitnessfirst.co.uk/fitness-classes/cardio/trax	C:/My%20Web%20Sites/NEW/www.fitnessfirst.co.uk/fitness-classes/cardio/trax.html	(from https://www.fitnessfirst.co.uk/fitness-classes)
02:12:13	8765/8765	---M--	200	added ('OK')	image/jpeg	etag:%221d90964747f223d%22	https://www.fitnessfirst.co.uk/media/p0lnldpm/hero.jpg?width=40&height=30&quality=20&rnd=132894100444930000	C:/My%20Web%20Sites/NEW/www.fitnessfirst.co.uk/media/p0lnldpm/hero9763.jpg	(from https://www.fitnessfirst.co.uk/fitness-classes)
02:12:14	34054/34054	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Apr%202023%2023:12:13%20GMT	https://www.fitnessfirst.co.uk/fitness-classes/cycle/spin	C:/My%20Web%20Sites/NEW/www.fitnessfirst.co.uk/fitness-classes/cycle/spin.html	(from https://www.fitnessfirst.co.uk/fitness-classes)
02:12:14	8742/8742	---M--	200	added ('OK')	image/jpeg	etag:%221d90964747f2226%22	https://www.fitnessfirst.co.uk/media/qtkbvl5s/hero.jpg?width=40&height=30&quality=20&rnd=132894099592870000	C:/My%20Web%20Sites/NEW/www.fitnessfirst.co.uk/media/qtkbvl5s/herofae3.jpg	(from https://www.fitnessfirst.co.uk/fitness-classes)
02:12:16	27461/27461	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Apr%202023%2023:12:15%20GMT	https://www.fitnessfirst.co.uk/fitness-classes/cardio/hiit	C:/My%20Web%20Sites/NEW/www.fitnessfirst.co.uk/fitness-classes/cardio/hiit.html	(from https://www.fitnessfirst.co.uk/fitness-classes)
02:12:16	8631/8631	---M--	200	added ('OK')	image/jpeg	etag:%221d909647648e237%22	https://www.fitnessfirst.co.uk/media/q1jcnhqj/hiit.jpg?width=40&height=30&quality=20&rnd=132894099368630000	C:/My%20Web%20Sites/NEW/www.fitnessfirst.co.uk/media/q1jcnhqj/hiitf328.jpg	(from https://www.fitnessfirst.co.uk/fitness-classes)
02:12:17	27495/27495	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Apr%202023%2023:12:16%20GMT	https://www.fitnessfirst.co.uk/fitness-classes/strength/glute-gains	C:/My%20Web%20Sites/NEW/www.fitnessfirst.co.uk/fitness-classes/strength/glute-gains.html	(from https://www.fitnessfirst.co.uk/fitness-classes)
02:12:18	11660/11660	---M--	200	added ('OK')	image/jpeg	etag:%221d909647779dd0c%22	https://www.fitnessfirst.co.uk/media/flzfd1yk/glute-gains.jpg?width=40&height=30&quality=20&rnd=132894100020870000	C:/My%20Web%20Sites/NEW/www.fitnessfirst.co.uk/media/flzfd1yk/glute-gains6a1a.jpg	(from https://www.fitnessfirst.co.uk/fitness-classes)
02:12:19	28153/28153	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Apr%202023%2023:12:17%20GMT	https://www.fitnessfirst.co.uk/fitness-classes/strength/bootcamp	C:/My%20Web%20Sites/NEW/www.fitnessfirst.co.uk/fitness-classes/strength/bootcamp.html	(from https://www.fitnessfirst.co.uk/fitness-classes)
02:12:20	7914/7914	---M--	200	added ('OK')	image/jpeg	etag:%221d9096473e6776a%22	https://www.fitnessfirst.co.uk/media/2hklkyol/fitnessfirst_gracechurch_260521_0917.jpg?width=40&height=30&quality=20&rnd=132894099900200000	C:/My%20Web%20Sites/NEW/www.fitnessfirst.co.uk/media/2hklkyol/fitnessfirst_gracechurch_260521_09175344.jpg	(from https://www.fitnessfirst.co.uk/fitness-classes)
02:12:22	28544/28544	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Apr%202023%2023:12:20%20GMT	https://www.fitnessfirst.co.uk/fitness-classes/cardio/ff-hiit	C:/My%20Web%20Sites/NEW/www.fitnessfirst.co.uk/fitness-classes/cardio/ff-hiit.html	(from https://www.fitnessfirst.co.uk/fitness-classes)
02:12:22	8649/8649	---M--	200	added ('OK')	image/jpeg	etag:%221d909647648e249%22	https://www.fitnessfirst.co.uk/media/urtlu2b4/rush.jpg?width=40&height=30&quality=20&rnd=132894099419270000	C:/My%20Web%20Sites/NEW/www.fitnessfirst.co.uk/media/urtlu2b4/rush340d.jpg	(from https://www.fitnessfirst.co.uk/fitness-classes)
02:12:24	37188/37188	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Apr%202023%2023:12:23%20GMT	https://www.fitnessfirst.co.uk/fitness-classes/fight/rox	C:/My%20Web%20Sites/NEW/www.fitnessfirst.co.uk/fitness-classes/fight/rox.html	(from https://www.fitnessfirst.co.uk/fitness-classes)
02:12:25	8626/8626	---M--	200	added ('OK')	image/jpeg	etag:%221d90964747f21b2%22	https://www.fitnessfirst.co.uk/media/ncgdaub5/fitnessfirst-w21-bakerst-1064-3.jpg?width=40&height=30&quality=20&rnd=132955689833070000	C:/My%20Web%20Sites/NEW/www.fitnessfirst.co.uk/media/ncgdaub5/fitnessfirst-w21-bakerst-1064-3fae7.jpg	(from https://www.fitnessfirst.co.uk/fitness-classes)
02:12:26	27513/27513	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Apr%202023%2023:12:24%20GMT	https://www.fitnessfirst.co.uk/fitness-classes/mind-and-body/yoga	C:/My%20Web%20Sites/NEW/www.fitnessfirst.co.uk/fitness-classes/mind-and-body/yoga.html	(from https://www.fitnessfirst.co.uk/fitness-classes)
02:12:27	1583/1583	---M--	200	added ('OK')	image/jpeg	etag:%221d90964747f062f%22	https://www.fitnessfirst.co.uk/media/53njwebt/yoga_yoga.jpg?width=40&height=30&quality=20&rnd=132894099275800000	C:/My%20Web%20Sites/NEW/www.fitnessfirst.co.uk/media/53njwebt/yoga_yoga3c11.jpg	(from https://www.fitnessfirst.co.uk/fitness-classes)
02:12:28	27577/27577	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Apr%202023%2023:12:27%20GMT	https://www.fitnessfirst.co.uk/fitness-classes/mind-and-body/pilates	C:/My%20Web%20Sites/NEW/www.fitnessfirst.co.uk/fitness-classes/mind-and-body/pilates.html	(from https://www.fitnessfirst.co.uk/fitness-classes)
02:12:29	7866/7866	---M--	200	added ('OK')	image/jpeg	etag:%221d909647648dd3a%22	https://www.fitnessfirst.co.uk/media/okppqml3/pilates.jpg?width=40&height=30&quality=20&rnd=132894099049230000	C:/My%20Web%20Sites/NEW/www.fitnessfirst.co.uk/media/okppqml3/pilates1ca1.jpg	(from https://www.fitnessfirst.co.uk/fitness-classes)
02:12:30	67813/67813	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Apr%202023%2023:12:28%20GMT	https://www.fitnessfirst.co.uk/fitness-classes?view=all	C:/My%20Web%20Sites/NEW/www.fitnessfirst.co.uk/fitness-classes2101.html	(from https://www.fitnessfirst.co.uk/fitness-classes)
02:12:31	8778/8778	---M--	200	added ('OK')	image/jpeg	etag:%221d90964747f224a%22	https://www.fitnessfirst.co.uk/media/ubcn4b4e/fitnessfirst-w21-bakerst-2436.jpg?width=40&height=30&quality=20&rnd=132894099575830000	C:/My%20Web%20Sites/NEW/www.fitnessfirst.co.uk/media/ubcn4b4e/fitnessfirst-w21-bakerst-24360008.jpg	(from https://www.fitnessfirst.co.uk/fitness-classes)
02:12:31	8604/8604	---M--	200	added ('OK')	image/jpeg	etag:%221d90964747f219c%22	https://www.fitnessfirst.co.uk/media/ymkfs2hh/meditation.jpg?width=40&height=30&quality=20&rnd=132894098997770000	C:/My%20Web%20Sites/NEW/www.fitnessfirst.co.uk/media/ymkfs2hh/meditation77fa.jpg	(from https://www.fitnessfirst.co.uk/fitness-classes)
02:12:32	29983/29983	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Apr%202023%2023:12:31%20GMT	https://www.fitnessfirst.co.uk/about-us	C:/My%20Web%20Sites/NEW/www.fitnessfirst.co.uk/about-us.html	(from https://www.fitnessfirst.co.uk/fitness-classes)
02:12:33	35939/35939	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Apr%202023%2023:12:32%20GMT	https://www.fitnessfirst.co.uk/campaigns	C:/My%20Web%20Sites/NEW/www.fitnessfirst.co.uk/campaigns.html	(from https://www.fitnessfirst.co.uk/fitness-classes)
02:12:34	20073/20073	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Apr%202023%2023:12:32%20GMT	https://www.fitnessfirst.co.uk/about-us/student-discount	C:/My%20Web%20Sites/NEW/www.fitnessfirst.co.uk/about-us/student-discount.html	(from https://www.fitnessfirst.co.uk/fitness-classes)
02:12:35	40343/40343	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Apr%202023%2023:12:33%20GMT	https://www.fitnessfirst.co.uk/press-and-policies/press-room	C:/My%20Web%20Sites/NEW/www.fitnessfirst.co.uk/press-and-policies/press-room.html	(from https://www.fitnessfirst.co.uk/fitness-classes)
02:12:36	32800/32800	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Apr%202023%2023:12:35%20GMT	https://www.fitnessfirst.co.uk/personal-training/become-a-pt	C:/My%20Web%20Sites/NEW/www.fitnessfirst.co.uk/personal-training/become-a-pt.html	(from https://www.fitnessfirst.co.uk/fitness-classes)
02:12:37	148297/148297	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Apr%202023%2023:12:36%20GMT	https://www.fitnessfirst.co.uk/find-a-gym/london	C:/My%20Web%20Sites/NEW/www.fitnessfirst.co.uk/find-a-gym/london.html	(from https://www.fitnessfirst.co.uk/fitness-classes)
02:12:38	26226/26226	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Apr%202023%2023:12:37%20GMT	https://www.fitnessfirst.co.uk/multi-club-access	C:/My%20Web%20Sites/NEW/www.fitnessfirst.co.uk/multi-club-access.html	(from https://www.fitnessfirst.co.uk/fitness-classes)
02:12:39	230299/230299	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Apr%202023%2023:12:38%20GMT	https://www.fitnessfirst.co.uk/facilities	C:/My%20Web%20Sites/NEW/www.fitnessfirst.co.uk/facilities.html	(from https://www.fitnessfirst.co.uk/fitness-classes)
02:12:40	87531/87531	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Apr%202023%2023:12:38%20GMT	https://www.fitnessfirst.co.uk/faq	C:/My%20Web%20Sites/NEW/www.fitnessfirst.co.uk/faq.html	(from https://www.fitnessfirst.co.uk/fitness-classes)
02:12:41	33702/33702	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Apr%202023%2023:12:39%20GMT	https://www.fitnessfirst.co.uk/contact-us	C:/My%20Web%20Sites/NEW/www.fitnessfirst.co.uk/contact-us.html	(from https://www.fitnessfirst.co.uk/fitness-classes)
02:12:42	65229/65229	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Apr%202023%2023:12:41%20GMT	https://www.fitnessfirst.co.uk/corporate	C:/My%20Web%20Sites/NEW/www.fitnessfirst.co.uk/corporate.html	(from https://www.fitnessfirst.co.uk/fitness-classes)
02:12:43	41429/41429	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Apr%202023%2023:12:42%20GMT	https://www.fitnessfirst.co.uk/policies-and-legal/membership-terms-and-conditions	C:/My%20Web%20Sites/NEW/www.fitnessfirst.co.uk/policies-and-legal/membership-terms-and-conditions.html	(from https://www.fitnessfirst.co.uk/fitness-classes)
02:12:44	23019/23019	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Apr%202023%2023:12:43%20GMT	https://www.fitnessfirst.co.uk/policies-and-legal/health-pledge	C:/My%20Web%20Sites/NEW/www.fitnessfirst.co.uk/policies-and-legal/health-pledge.html	(from https://www.fitnessfirst.co.uk/fitness-classes)
02:12:45	34073/34073	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Apr%202023%2023:12:44%20GMT	https://www.fitnessfirst.co.uk/policies-and-legal/gym-rules	C:/My%20Web%20Sites/NEW/www.fitnessfirst.co.uk/policies-and-legal/gym-rules.html	(from https://www.fitnessfirst.co.uk/fitness-classes)
02:12:46	22289/22289	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Apr%202023%2023:12:44%20GMT	https://www.fitnessfirst.co.uk/policies-and-legal	C:/My%20Web%20Sites/NEW/www.fitnessfirst.co.uk/policies-and-legal.html	(from https://www.fitnessfirst.co.uk/fitness-classes)
02:12:47	137065/137065	---M--	200	added ('OK')	application/pdf	etag:%221d869fbf8d54e69%22	https://www.fitnessfirst.co.uk/media/gbqbtmy5/modernslaveryact2021.pdf	C:/My%20Web%20Sites/NEW/www.fitnessfirst.co.uk/media/gbqbtmy5/modernslaveryact2021.pdf	(from https://www.fitnessfirst.co.uk/fitness-classes)
02:12:48	966/966	---M--	200	added ('OK')	image/svg+xml	etag:%221d893da815ded46%22	https://www.fitnessfirst.co.uk/media/tzmoh2fg/visa.svg?height=64&rnd=133018791700330000	C:/My%20Web%20Sites/NEW/www.fitnessfirst.co.uk/media/tzmoh2fg/visa64b2.svg	(from https://www.fitnessfirst.co.uk/fitness-classes)
02:12:49	937829/937829	---M--	200	added ('OK')	application/pdf	etag:%221d9679c73da2565%22	https://www.fitnessfirst.co.uk/media/gnfleumn/gender-pay-gap-report-2023.pdf	C:/My%20Web%20Sites/NEW/www.fitnessfirst.co.uk/media/gnfleumn/gender-pay-gap-report-2023.pdf	(from https://www.fitnessfirst.co.uk/fitness-classes)
02:12:50	2851/2851	---M--	200	added ('OK')	image/svg+xml	etag:%221d893db034e1ca3%22	https://www.fitnessfirst.co.uk/media/brhjasca/mastercard.svg?height=64&rnd=133018793873100000	C:/My%20Web%20Sites/NEW/www.fitnessfirst.co.uk/media/brhjasca/mastercard7049.svg	(from https://www.fitnessfirst.co.uk/fitness-classes)
02:12:50	2786/2786	---M--	200	added ('OK')	image/svg+xml	etag:%221d893db300225e2%22	https://www.fitnessfirst.co.uk/media/0vuppgvd/american-express.svg?height=64&rnd=133018794629800000	C:/My%20Web%20Sites/NEW/www.fitnessfirst.co.uk/media/0vuppgvd/american-expresscbba.svg	(from https://www.fitnessfirst.co.uk/fitness-classes)
02:12:51	1093/1093	---M--	200	added ('OK')	image/svg+xml	etag:%221d87f3538c72cc5%22	https://www.fitnessfirst.co.uk/media/pnjbyxmo/klarna-badge.svg?height=64&rnd=132956354488930000	C:/My%20Web%20Sites/NEW/www.fitnessfirst.co.uk/media/pnjbyxmo/klarna-badge7efc.svg	(from https://www.fitnessfirst.co.uk/fitness-classes)
02:12:52	2918/2918	---M--	200	added ('OK')	image/svg+xml	etag:%221d7d54949e82066%22	https://www.fitnessfirst.co.uk/images/custom/svg/logo.svg	C:/My%20Web%20Sites/NEW/www.fitnessfirst.co.uk/images/custom/svg/logo.svg	(from https://www.fitnessfirst.co.uk/sb/critical-3cc2438a129a1d55.css.v51?20230413044132)
02:12:53	328/328	---M--	200	added ('OK')	image/svg+xml	etag:%221d7d54949e82a48%22	https://www.fitnessfirst.co.uk/images/custom/svg/icons/icon-person-black.svg	C:/My%20Web%20Sites/NEW/www.fitnessfirst.co.uk/images/custom/svg/icons/icon-person-black.svg	(from https://www.fitnessfirst.co.uk/sb/critical-3cc2438a129a1d55.css.v51?20230413044132)
02:12:54	138/138	---M--	200	added ('OK')	image/svg+xml	etag:%221d7d6e3150fdb0a%22	https://www.fitnessfirst.co.uk/images/custom/svg/icons/icon-chevron-backwards-black.svg	C:/My%20Web%20Sites/NEW/www.fitnessfirst.co.uk/images/custom/svg/icons/icon-chevron-backwards-black.svg	(from https://www.fitnessfirst.co.uk/sb/critical-3cc2438a129a1d55.css.v51?20230413044132)
02:12:54	137/137	---M--	200	added ('OK')	image/svg+xml	etag:%221d7d6e3150fdb09%22	https://www.fitnessfirst.co.uk/images/custom/svg/icons/icon-chevron-forwards-black.svg	C:/My%20Web%20Sites/NEW/www.fitnessfirst.co.uk/images/custom/svg/icons/icon-chevron-forwards-black.svg	(from https://www.fitnessfirst.co.uk/sb/critical-3cc2438a129a1d55.css.v51?20230413044132)
02:12:55	248/248	---M--	200	added ('OK')	image/svg+xml	etag:%221d7e226ed625c78%22	https://www.fitnessfirst.co.uk/images/custom/svg/arrow-right-white.svg	C:/My%20Web%20Sites/NEW/www.fitnessfirst.co.uk/images/custom/svg/arrow-right-white.svg	(from https://www.fitnessfirst.co.uk/sb/critical-3cc2438a129a1d55.css.v51?20230413044132)
